@relation JM1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
1,1,0,0,1,1,1,7,39.53,4,632.49,0.05,36,0.25,35.14,158.12,16,20,14,7,12,N
5,9,0,0,5,4,1,18,20.01,18.5,6848.08,0.12,77,0.05,380.45,370.17,37,40,14,14,25,N
8,11,0,0,6,4,1,47,48.7,16.96,14002.94,0.28,161,0.06,777.94,825.81,65,96,23,12,58,N
8,7,0,4,4,3,3,31,32.95,30,29651.11,0.33,187,0.03,1647.28,988.37,70,117,21,18,45,Y
1,9,1,1,5,5,4,6,17.92,6.87,846.93,0.04,29,0.15,47.05,123.19,10,19,8,11,13,N
2,3,0,3,2,1,1,11,19.14,16.14,4991.44,0.1,65,0.06,277.3,309.07,19,46,10,17,18,N
15,1,0,19,1,1,1,27,70.45,14.15,14113.4,0.33,196,0.07,784.08,997.14,92,104,26,8,64,N
13,31,0,0,17,7,1,110,46.92,50.88,121488.83,0.8,395,0.02,6749.38,2387.54,147,248,39,27,126,Y
6,7,0,6,4,4,1,33,51.74,24.04,29896.28,0.41,237,0.04,1660.9,1243.76,118,119,27,11,47,N
0,3,0,0,2,2,1,11,27.33,5.63,864.74,0.05,35,0.18,48.04,153.73,15,20,12,9,13,N
2,3,0,0,2,1,1,12,10.72,17.5,3283.82,0.06,45,0.06,182.43,187.65,10,35,4,14,16,N
3,3,0,4,2,2,1,8,17.3,3.6,224.17,0.02,18,0.28,12.45,62.27,6,12,5,6,17,N
9,11,0,15,6,4,1,44,20.9,32.88,22606.59,0.23,143,0.03,1255.92,687.45,57,86,13,15,70,N
5,9,0,0,5,5,3,32,30.96,23.38,16913.84,0.24,131,0.04,939.66,723.59,51,80,24,22,40,Y
14,13,2,12,7,7,1,65,40.76,52.89,114017.63,0.72,386,0.02,6334.31,2155.8,136,250,27,21,96,N
15,23,0,0,12,9,8,48,50.03,24.72,30580.56,0.41,213,0.04,1698.92,1236.97,89,124,36,20,65,Y
5,7,0,0,4,2,1,8,22.85,11.69,3124.06,0.09,55,0.09,173.56,267.19,19,36,13,16,15,N
4,5,0,0,3,2,1,8,31.25,8.79,2416.5,0.09,56,0.11,134.25,274.79,23,33,17,13,14,Y
3,23,4,0,12,5,7,11,35.44,56,111124.88,0.66,368,0.02,6173.6,1984.37,84,284,18,24,20,N
1,3,0,0,2,2,1,17,20.61,13,3483.47,0.09,62,0.08,193.53,267.96,26,36,10,10,20,N
1,11,0,0,6,1,6,23,11.3,43,20888.63,0.16,99,0.02,1160.48,485.78,43,56,10,20,26,N
11,5,0,10,3,3,1,39,63.62,17.18,18775.16,0.36,204,0.06,1043.06,1092.94,74,130,28,13,65,N
4,5,2,1,3,3,1,15,24.4,9,1976.54,0.07,50,0.11,109.81,219.62,24,26,12,9,24,N
3,9,0,0,5,3,5,15,22.51,5.85,770.36,0.04,31,0.17,42.8,131.69,13,18,10,9,20,N
10,22,1,17,12,9,5,76,50.35,34.94,61473.97,0.59,288,0.03,3415.22,1759.26,123,165,44,25,106,Y
4,27,0,7,14,3,11,30,20.3,30.15,18457.34,0.2,126,0.03,1025.41,612.11,49,77,13,16,45,N
13,9,4,27,5,1,1,41,32.61,27.53,24720.34,0.3,183,0.04,1373.35,897.96,72,111,17,13,89,N
1,11,0,12,6,5,5,19,21.23,11.38,2746.84,0.08,52,0.09,152.6,241.48,21,31,12,13,32,N
3,7,0,3,4,4,1,10,21.13,9.82,2036.81,0.07,48,0.1,113.16,207.45,24,24,11,9,19,N
3,5,1,0,3,3,1,14,26.41,5.73,866.35,0.05,35,0.17,48.13,151.27,14,21,11,9,20,N
8,15,0,1,8,7,5,41,33.1,21.28,14986.79,0.23,129,0.05,832.6,704.27,56,73,25,19,52,Y
7,1,0,6,1,1,1,13,37.89,9.84,3670.35,0.12,76,0.1,203.91,372.92,34,42,19,11,28,N
2,9,0,0,5,3,5,19,20.63,19.08,7506.7,0.13,81,0.05,417.04,393.5,31,50,13,16,24,N
0,1,0,0,1,1,1,8,30.77,5.33,875.14,0.05,42,0.19,48.62,164.09,16,26,9,6,12,N
0,1,0,0,1,1,1,3,6.74,5,168.44,0.01,12,0.2,9.36,33.69,4,8,2,5,5,N
13,7,0,15,4,4,3,38,79.97,9.9,7845.03,0.26,137,0.1,435.83,792.05,64,73,42,13,68,Y
4,5,1,1,3,2,1,18,36.84,8.98,2968.29,0.11,65,0.11,164.91,330.69,29,36,21,13,26,N
4,3,0,0,2,2,1,14,26.06,9.5,2352.09,0.08,54,0.11,130.66,247.59,19,35,12,12,21,N
13,19,0,29,10,8,1,96,44.07,38.29,64604.29,0.56,296,0.03,3589.13,1687.33,133,163,33,19,145,N
3,5,0,0,3,2,1,10,26.43,6.75,1204.29,0.06,42,0.15,66.9,178.41,15,27,10,9,15,N
3,5,1,2,3,3,1,24,18.9,19.38,7093.7,0.12,77,0.05,394.09,366.13,31,46,12,15,32,N
4,1,0,0,1,1,1,10,40.45,4.25,730.59,0.06,44,0.24,40.59,171.9,17,27,10,5,19,N
6,5,0,4,3,3,1,17,25.88,13.59,4781.57,0.12,71,0.07,265.64,351.75,29,42,16,15,29,N
2,5,1,0,3,1,1,13,18.5,15.36,4367.39,0.09,62,0.07,242.63,284.27,26,36,11,13,21,N
2,21,0,0,11,4,1,56,45.51,14.62,9733.57,0.22,137,0.07,540.75,665.54,36,101,16,13,61,N
2,1,0,0,1,1,1,6,34.1,2.75,257.85,0.03,24,0.36,14.33,93.77,11,13,10,5,10,N
24,3,0,12,2,2,1,99,201.31,20.9,87961.33,1.4,632,0.05,4886.74,4207.99,283,349,88,13,137,N
0,3,0,0,2,1,1,5,10.97,6.25,428.33,0.02,18,0.16,23.8,68.53,5,13,4,10,7,N
5,5,0,1,3,3,1,22,54.67,7.6,3157.59,0.14,81,0.13,175.42,415.47,38,43,25,10,30,Y
8,4,0,0,3,3,1,23,27.43,20.59,11627.79,0.19,114,0.05,645.99,564.78,50,64,17,14,33,N
4,5,0,2,3,3,1,41,27.52,22.5,13933.68,0.21,125,0.04,774.09,619.27,48,77,16,15,50,N
7,5,0,0,4,4,1,40,37.61,23.38,20564.75,0.29,143,0.04,1142.49,879.41,57,86,39,32,50,N
9,13,0,0,7,7,1,62,72.8,21.27,32945.12,0.52,282,0.05,1830.28,1548.7,117,165,33,12,73,Y
0,3,0,0,2,2,1,16,30.37,5.45,903.65,0.06,39,0.18,50.2,165.67,15,24,11,8,18,Y
4,1,0,1,1,1,1,10,33.53,9.75,3187.28,0.11,68,0.1,177.07,326.9,26,42,16,12,17,N
1,3,0,3,2,2,1,12,22.71,9.33,1978.67,0.07,53,0.11,109.93,212,24,29,9,7,18,N
1,5,0,0,3,3,1,10,26.15,8,1673.72,0.07,44,0.13,92.98,209.22,20,24,15,12,13,N
1,7,0,1,4,1,1,11,14.63,13.06,2496.98,0.06,45,0.08,138.72,191.16,19,26,8,11,16,N
0,1,0,0,1,1,1,6,7.33,9,594,0.02,22,0.11,33,66,6,16,2,6,9,N
3,7,4,8,6,6,1,45,72.26,10.83,8480.28,0.26,138,0.09,471.13,782.79,52,86,36,15,62,Y
0,5,0,0,3,2,1,9,24.52,4,392.4,0.03,24,0.25,21.8,98.1,9,15,9,8,11,N
2,11,1,0,6,3,1,14,27.18,11.38,3516.4,0.1,63,0.09,195.36,309.13,26,37,16,14,19,Y
5,27,0,1,14,13,9,80,90.87,22.12,44461.2,0.67,335,0.05,2470.07,2010,158,177,50,14,88,Y
2,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,5,N
2,3,0,1,2,2,1,10,26.32,8.25,1791.33,0.07,48,0.12,99.52,217.13,18,30,12,11,16,N
1,3,0,0,2,2,1,31,101.66,15.57,24638.11,0.53,275,0.06,1368.78,1582.59,137,138,44,10,32,N
0,1,0,1,1,1,1,2,11.07,3,99.66,0.01,10,0.33,5.54,33.22,4,6,4,6,5,N
34,17,18,55,9,6,1,103,144.02,30.52,134112.42,1.46,642,0.03,7450.69,4394.8,258,384,93,22,212,N
9,11,0,0,6,5,3,38,32.03,23.76,18080.85,0.25,137,0.04,1004.49,760.98,54,83,25,22,49,Y
0,1,0,0,1,1,1,4,11.79,3.33,131,0.01,14,0.3,7.28,39.3,5,9,3,4,6,N
5,3,0,2,2,2,1,15,16.57,15.13,3790.74,0.08,59,0.07,210.6,250.63,22,37,8,11,24,Y
2,1,0,0,1,1,1,2,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,7,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Y
4,3,0,0,2,1,1,8,16.4,9.75,1559.14,0.05,37,0.1,86.62,159.91,13,24,8,12,14,N
11,11,0,7,6,1,1,26,13.94,40.07,22390.71,0.19,134,0.02,1243.93,558.77,51,83,7,11,47,N
1,3,0,0,2,1,1,5,11.84,5.63,374.67,0.02,18,0.18,20.81,66.61,5,13,4,9,8,N
2,9,0,0,5,5,5,18,29.64,12.63,4729.74,0.12,73,0.08,262.76,374.44,30,43,19,16,24,N
1,9,0,0,5,2,5,12,11.66,19.13,4263.06,0.07,48,0.05,236.84,222.91,18,30,8,17,15,N
4,11,0,0,6,3,1,26,33.46,16,8564.62,0.18,102,0.06,475.81,535.29,44,58,22,16,33,N
16,26,1,4,14,11,1,64,56.73,18.85,20149.31,0.36,181,0.05,1119.41,1069.15,70,111,39,21,87,N
4,13,0,0,7,2,7,30,15.36,25.38,9895.57,0.13,76,0.04,549.75,389.83,30,46,13,22,36,N
1,13,0,0,7,1,7,9,15.28,13.06,2607.96,0.07,47,0.08,144.89,199.65,19,28,8,11,12,N
2,3,0,1,2,1,1,8,11.46,7.5,644.64,0.03,22,0.13,35.81,85.95,10,12,6,9,14,N
4,3,0,0,2,1,1,10,17.56,6.75,800.12,0.04,29,0.15,44.45,118.54,12,17,8,9,18,N
11,13,0,5,7,7,1,45,62.79,12.04,9104.53,0.25,132,0.08,505.81,756.09,51,81,36,17,64,N
3,27,1,0,26,2,1,85,56.77,25.5,36915.92,0.48,223,0.04,2050.88,1447.68,84,139,56,34,91,Y
0,3,0,0,2,2,1,10,43.36,4.29,796.47,0.06,43,0.23,44.25,185.84,20,23,14,6,12,N
8,53,0,32,27,23,18,148,59,60.15,213471.74,1.18,581,0.02,11859.54,3549.05,257,324,47,22,191,Y
1,1,0,2,1,1,1,3,20.93,3.33,232.53,0.02,21,0.3,12.92,69.76,10,11,6,4,10,N
5,5,0,1,3,3,1,20,33.95,10.4,3672.32,0.12,70,0.1,204.02,353.11,32,38,20,13,28,N
3,9,0,0,5,4,1,22,26.54,16.76,7460.29,0.15,89,0.06,414.46,445,38,51,17,15,25,N
0,11,0,0,6,5,1,20,20.46,19.5,7778.39,0.13,87,0.05,432.13,398.89,39,48,12,12,20,N
18,49,6,8,25,25,24,136,119.52,30.27,109491.18,1.21,579,0.03,6082.84,3617.55,227,352,60,16,172,Y
4,3,0,3,2,1,1,12,29.42,8.88,2321.93,0.09,57,0.11,129,261.33,21,36,13,11,21,N
1,3,0,0,2,2,1,5,10.33,4.5,209.28,0.02,14,0.22,11.63,46.51,6,8,4,6,8,N
0,4,0,0,3,2,1,18,26.67,9,2160,0.08,48,0.11,120,240,18,30,16,16,20,N
1,9,0,0,5,5,1,21,19.04,23.68,10675.05,0.15,91,0.04,593.06,450.83,39,52,14,17,24,N
1,21,0,0,11,2,1,19,37.6,18.24,12508.38,0.23,128,0.05,694.91,685.77,57,71,25,16,20,Y
0,9,0,0,5,4,1,32,24.8,20.5,10421.69,0.17,114,0.05,578.98,508.38,41,73,11,11,36,N
1,7,0,0,4,3,4,20,30.6,13.24,5360.29,0.14,81,0.08,297.79,405,30,51,17,15,24,N
1,7,0,0,4,2,1,6,19.59,11,2370.43,0.07,47,0.09,131.69,215.49,22,25,12,12,9,N
3,3,0,0,2,1,1,7,14.5,4.08,241.76,0.02,16,0.24,13.43,59.21,7,9,6,7,12,Y
3,3,1,1,2,2,1,20,17.95,15.89,4532.26,0.1,66,0.06,251.79,285.25,26,40,9,11,28,N
9,15,1,4,8,4,5,27,36.34,8.82,2829.06,0.11,66,0.11,157.17,320.63,25,41,17,12,43,Y
1,7,0,0,4,1,1,13,14.26,9.6,1314.4,0.05,37,0.1,73.02,136.92,12,25,5,8,16,N
2,7,0,5,4,1,1,23,13.18,25.38,8486.86,0.11,75,0.04,471.49,334.46,29,46,8,14,32,N
0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,5,N
29,53,9,36,27,1,21,31,20.87,55.96,65373.56,0.39,243,0.02,3631.86,1168.19,97,146,13,15,107,Y
1,9,0,0,5,2,1,17,12.8,30.86,12190.34,0.13,93,0.03,677.24,395.06,36,57,7,12,20,N
0,1,0,0,1,1,1,3,11.63,2,46.53,0.01,9,0.5,2.58,23.26,4,5,3,3,5,N
0,1,0,0,1,1,1,4,17.3,5,432.43,0.03,25,0.2,24.02,86.49,12,13,6,5,6,N
5,7,0,4,4,3,1,30,37.33,19.79,14618.93,0.25,133,0.05,812.16,738.76,49,84,26,21,41,Y
3,5,0,0,3,1,1,21,23.69,12,3411.21,0.09,62,0.08,189.51,284.27,24,38,12,12,27,N
6,1,0,0,1,1,1,10,20.39,10,2039.01,0.07,48,0.1,113.28,203.9,18,30,9,10,18,N
26,39,6,35,20,3,8,68,32.04,64.31,132580.53,0.69,349,0.02,7365.58,2061.5,147,202,32,28,139,Y
15,15,4,4,8,3,6,31,23.95,28.47,19411.73,0.23,129,0.04,1078.43,681.82,44,85,17,22,57,N
4,3,0,0,2,1,1,11,18.88,5.4,550.53,0.03,24,0.19,30.59,101.95,12,12,10,9,17,N
4,11,0,0,6,2,1,18,20.14,20.12,8151.94,0.14,79,0.05,452.89,405.21,38,41,17,18,24,N
2,5,0,3,3,2,3,13,14.18,12.44,2196.03,0.06,38,0.08,122,176.47,14,24,9,16,18,N
1,3,0,0,2,2,1,4,10.4,8.25,708.15,0.03,21,0.12,39.34,85.84,9,12,6,11,7,N
4,1,0,1,1,1,1,9,20.12,7.31,1076.02,0.05,36,0.14,59.78,147.15,13,23,8,9,16,N
2,3,0,0,2,2,1,7,12.85,5.33,365.51,0.02,18,0.19,20.31,68.53,8,10,6,8,11,N
7,3,0,1,2,2,1,14,39.47,7.53,2237.79,0.1,64,0.13,124.32,297.21,32,32,17,8,24,N
0,1,0,0,1,1,1,7,8.96,14.67,1928.06,0.04,38,0.07,107.11,131.46,11,27,3,8,10,N
4,13,0,0,7,3,6,21,11.16,32.22,11583.59,0.12,74,0.03,643.53,359.49,29,45,9,20,27,N
3,19,7,3,10,5,1,42,46.61,20.91,20384.27,0.32,171,0.05,1132.46,974.78,79,92,34,18,57,N
0,1,0,0,1,1,1,2,6.74,5,168.44,0.01,12,0.2,9.36,33.69,4,8,2,5,4,N
1,3,0,0,2,1,1,13,15.07,9.33,1312.42,0.05,38,0.11,72.91,140.62,16,22,6,7,16,N
5,17,0,0,9,7,4,36,20.67,30,18604.46,0.21,129,0.03,1033.57,620.15,52,77,13,15,44,N
9,25,0,0,13,8,5,63,36.77,28.24,29327.81,0.35,184,0.04,1629.32,1038.47,78,106,29,21,78,N
2,9,0,0,5,1,5,13,12.51,12,1801.41,0.05,36,0.08,100.08,150.12,12,24,6,12,18,N
7,5,0,8,3,2,1,39,62.29,35.36,77889.85,0.73,381,0.03,4327.21,2202.7,134,247,36,19,56,Y
1,21,1,0,11,11,1,23,69.2,7.88,4291.57,0.18,110,0.13,238.42,544.96,54,56,24,7,27,N
1,3,0,1,2,2,1,4,22.84,3,205.6,0.02,18,0.33,11.42,68.53,8,10,8,6,8,N
0,1,0,1,1,1,1,6,12.92,8.36,902.57,0.04,27,0.12,50.14,108,13,14,7,9,7,N
18,7,0,22,4,2,1,46,97.74,27.55,74172.78,0.9,435,0.04,4120.71,2692.57,146,289,53,20,90,N
2,7,0,0,4,4,4,17,36.03,9.1,2983.76,0.11,65,0.11,165.76,327.89,28,37,20,13,21,N
7,11,0,6,6,1,1,30,26.44,15.88,6670.59,0.14,84,0.06,370.59,420,36,48,17,15,45,N
2,1,0,0,1,1,1,5,23.66,3.89,357.78,0.03,23,0.26,19.88,92,10,13,9,7,9,N
5,19,0,0,10,10,5,46,60.44,17.27,18015.85,0.35,190,0.06,1000.88,1043.45,85,105,32,13,56,Y
12,17,0,2,9,5,9,45,28.14,35.44,35336.25,0.33,196,0.03,1963.12,997.14,63,133,16,18,61,N
4,5,0,5,3,3,1,12,18.91,10.56,2107.44,0.07,47,0.09,117.08,199.65,19,28,9,10,23,N
0,1,0,0,1,1,1,2,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,5,8,4,7,4,N
5,9,0,0,5,4,1,30,35.33,21.68,16598.49,0.26,147,0.05,922.14,765.79,51,96,20,17,37,N
4,7,0,0,4,2,1,16,27.25,14,5340.62,0.13,77,0.07,296.7,381.47,34,43,17,14,22,N
23,1,0,27,1,1,1,86,165.61,16.2,43462.77,0.89,422,0.06,2414.6,2682.89,189,233,70,12,138,N
3,13,0,0,7,3,1,19,16.48,12.35,2513.97,0.07,45,0.08,139.66,203.56,19,26,10,13,24,N
0,13,0,0,7,2,3,22,27.56,10.62,3105.67,0.1,63,0.09,172.54,292.56,23,40,13,12,24,N
129,329,15,4,165,147,165,441,152.95,93.41,1334647.45,4.76,2058,0.01,74147.08,14287.69,697,1361,97,26,591,N
10,1,0,0,1,1,1,31,88.48,12.91,14754.7,0.38,221,0.08,819.71,1142.55,107,114,29,7,43,N
2,25,0,0,13,6,1,44,32.5,29.86,28983.62,0.32,172,0.03,1610.2,970.74,76,96,28,22,52,N
11,1,0,13,1,1,1,36,83.84,10.78,9749.87,0.3,155,0.09,541.66,904.1,73,82,44,13,62,Y
3,19,0,0,10,8,10,18,25.24,21,11130,0.18,106,0.05,618.33,530,42,64,16,16,23,N
3,9,0,0,5,1,5,14,11.21,16,2868.91,0.06,43,0.06,159.38,179.31,16,27,6,12,17,N
30,55,5,23,28,14,15,134,86.2,39.9,137251.55,1.15,520,0.03,7625.09,3439.65,221,299,72,26,194,Y
4,7,1,1,4,2,1,11,10.99,16.88,3129.74,0.06,41,0.06,173.87,185.47,18,23,8,15,19,N
1,7,0,1,4,1,4,14,18.59,14.25,3775.85,0.09,54,0.07,209.77,264.97,19,35,12,18,18,N
12,7,0,4,4,3,4,39,18.23,55.96,57087.35,0.34,210,0.02,3171.52,1020.18,79,131,12,17,57,N
3,5,0,0,3,2,1,14,18.97,8.8,1468.79,0.06,38,0.11,81.6,166.91,16,22,10,11,19,N
4,5,0,1,3,3,3,29,45.47,14.17,9126.35,0.21,118,0.07,507.02,644.21,45,73,27,17,37,Y
10,99,2,22,50,23,49,139,66.89,57.91,224338.15,1.29,632,0.02,12463.23,3873.71,222,410,46,24,176,N
1,11,0,0,6,2,6,13,12.61,21.25,5693.54,0.09,61,0.05,316.31,267.93,17,44,6,15,16,N
0,1,0,0,1,1,1,3,12.44,4.9,298.63,0.02,17,0.2,16.59,60.94,7,10,5,7,5,N
1,5,0,3,3,1,1,16,16.54,21.31,7514.32,0.12,83,0.05,417.46,352.58,31,52,8,11,22,N
2,3,0,0,2,2,1,9,20.98,10.18,2175.01,0.07,46,0.1,120.83,213.62,16,30,11,14,14,N
3,7,0,0,4,2,3,11,15.24,10.83,1788.14,0.06,36,0.09,99.34,165.06,13,23,9,15,16,N
0,3,0,0,2,2,1,7,11,9,890.92,0.03,26,0.11,49.5,98.99,10,16,5,9,14,N
1,3,0,0,2,2,1,8,23.15,6.72,1045.91,0.05,36,0.15,58.11,155.59,11,25,9,11,11,N
6,7,0,5,4,4,1,19,29.53,8.33,2051.04,0.08,53,0.12,113.95,246.12,25,28,15,10,32,N
0,7,0,0,4,3,4,10,20.05,5.79,671.14,0.04,29,0.17,37.29,116,9,20,7,9,12,N
5,5,0,3,3,3,1,18,34.89,11.42,4551.37,0.13,79,0.09,252.85,398.51,31,48,19,14,29,N
2,4,0,0,3,3,1,20,27.37,10.94,3273.82,0.1,61,0.09,181.88,299.32,25,36,16,14,27,N
6,11,0,0,6,6,1,19,42.1,11.14,5227.43,0.16,93,0.09,290.41,469.13,39,54,21,12,27,N
0,1,0,0,1,1,1,4,19.02,2,76.08,0.01,12,0.5,4.23,38.04,5,7,5,4,6,N
3,7,0,2,4,4,1,19,31.23,11,3778.31,0.11,70,0.09,209.91,343.48,33,37,18,12,26,N
6,7,0,1,4,4,1,31,36.41,18.39,12316.55,0.22,125,0.05,684.25,669.69,47,78,23,18,41,N
19,9,0,2,5,3,1,49,116.07,13.7,21778.7,0.53,264,0.07,1209.93,1589.91,121,143,53,12,72,N
0,5,2,2,3,3,1,15,29.39,17.5,9001.77,0.17,107,0.06,500.1,514.39,35,72,14,14,21,N
1,1,0,0,1,1,1,6,18.99,5.14,502.31,0.03,25,0.19,27.91,97.67,9,16,7,8,9,N
0,1,0,0,1,1,1,2,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,5,7,5,5,4,N
5,15,5,5,8,5,3,29,29,19.95,11543.38,0.19,108,0.05,641.3,578.62,38,70,20,21,46,Y
9,15,0,0,9,4,9,39,21.29,19.73,8286.92,0.14,84,0.05,460.38,420,27,57,13,19,50,N
2,1,0,0,1,1,1,12,21.11,11.57,2826.08,0.08,66,0.09,157,244.23,27,39,7,6,16,N
2,5,0,0,3,2,1,15,20.02,7.5,1125.88,0.05,36,0.13,62.55,150.12,15,21,9,9,19,N
1,3,0,0,2,2,1,6,22.56,3.38,257,0.03,20,0.3,14.28,76.15,9,11,8,6,9,N
2,7,0,0,4,2,1,19,13.32,17.85,4243.74,0.08,50,0.06,235.76,237.74,21,29,10,17,23,N
1,5,0,0,3,1,3,7,11.35,9.17,953.33,0.03,26,0.11,52.96,104,11,15,6,10,10,N
3,13,0,2,7,1,4,17,13.51,22.4,6778.41,0.1,66,0.04,376.58,302.61,32,34,10,14,26,N
1,5,0,0,3,2,1,14,22.89,8.25,1558.17,0.06,43,0.12,86.57,188.87,15,28,10,11,17,N
1,3,0,2,2,2,1,10,27.24,3.43,320.24,0.03,27,0.29,17.79,93.4,12,15,7,4,15,N
4,5,0,1,3,3,1,10,25.59,4.4,495.39,0.04,27,0.23,27.52,112.59,11,16,10,8,20,N
0,1,0,0,1,1,1,6,42.04,2.92,357.65,0.04,30,0.34,19.87,122.62,14,16,12,5,8,N
5,7,0,13,4,4,3,16,49.83,4.27,907.12,0.07,47,0.23,50.4,212.61,16,31,15,8,36,N
15,73,9,18,37,11,21,137,56.75,59.33,199743.56,1.12,555,0.02,11096.86,3366.68,227,328,44,23,181,Y
2,3,0,0,2,2,1,9,23.97,8,1534.04,0.06,43,0.13,85.22,191.76,16,27,11,11,14,N
1,11,0,1,6,1,6,17,15.35,15.83,3847.55,0.08,53,0.06,213.75,243,19,34,9,15,22,N
12,1,0,0,1,1,1,16,11.99,21.6,5595.06,0.09,70,0.05,310.84,259.02,27,43,5,8,30,N
5,13,0,2,7,2,1,21,26.8,19.56,10247.28,0.17,103,0.05,569.29,524.01,44,59,18,16,30,N
3,5,0,0,3,3,1,13,22.25,7.7,1319.01,0.06,39,0.13,73.28,171.3,14,25,10,11,18,N
2,3,0,7,2,2,1,14,42.17,4.71,937.24,0.07,46,0.21,52.07,198.81,22,24,14,6,25,Y
1,19,0,0,10,2,1,35,49.62,12.89,8242.87,0.21,121,0.08,457.94,639.53,58,63,27,12,38,N
5,8,0,13,6,1,1,56,22.66,44.24,44364.16,0.33,162,0.02,2464.68,1002.75,73,89,33,40,77,N
17,55,4,11,28,16,7,119,61.32,42.37,110091.46,0.87,411,0.02,6116.19,2598.31,176,235,54,26,153,N
0,7,0,0,4,4,4,5,6.49,10.5,715.2,0.02,19,0.1,39.73,68.11,7,12,3,9,7,N
1,3,1,0,2,1,1,10,10.66,11,1289.27,0.04,30,0.09,71.63,117.21,11,19,5,10,14,N
10,19,1,4,10,9,3,49,53.72,26.7,38298.92,0.48,247,0.04,2127.72,1434.42,89,158,35,21,66,N
7,11,5,7,6,5,1,48,61.51,20.79,26594.77,0.43,229,0.05,1477.49,1278.96,101,128,34,14,69,N
6,3,1,0,2,2,1,13,30.49,7.46,1698.49,0.08,49,0.13,94.36,227.55,19,30,14,11,22,N
1,11,1,0,6,4,5,18,22.76,19,8216.37,0.14,92,0.05,456.46,432.44,38,54,13,13,22,N
3,3,0,0,2,1,1,7,11.23,5.6,352.28,0.02,17,0.18,19.57,62.91,7,10,5,8,12,Y
1,5,1,0,3,3,1,10,16.59,5.79,555.43,0.03,24,0.17,30.86,96,9,15,7,9,14,Y
4,5,0,7,3,2,1,25,44.64,14.22,9029.3,0.21,117,0.07,501.63,634.87,48,69,27,16,39,N
1,3,0,0,2,1,1,8,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,14,19,6,8,11,N
4,3,0,0,2,2,1,13,25.4,14.88,5620.23,0.13,77,0.07,312.23,377.83,34,43,16,14,19,N
11,3,0,1,2,2,1,6,21.11,3.86,314.01,0.03,22,0.26,17.44,81.41,9,13,7,6,26,Y
24,13,0,20,7,7,1,73,128.71,22.31,64080.43,0.96,453,0.04,3560.02,2871.95,168,285,64,17,121,Y
13,9,0,1,5,5,1,147,147.28,37.21,203890.96,1.83,840,0.03,11327.28,5479.79,382,458,77,15,163,Y
4,3,0,1,2,2,1,12,34.73,5.6,1089.27,0.06,43,0.18,60.52,194.51,21,22,15,8,19,Y
5,7,1,0,6,2,1,21,26.47,10.67,3012.15,0.09,57,0.09,167.34,282.39,20,37,15,16,29,N
1,5,0,0,3,3,1,20,20.96,14.67,4509.45,0.1,70,0.07,250.52,307.46,22,48,9,12,23,N
5,57,5,0,29,11,29,49,30.41,49.48,74453.39,0.5,268,0.02,4136.3,1504.74,95,173,24,25,62,N
5,19,0,4,10,6,8,25,27.2,23,14386.7,0.21,116,0.04,799.26,625.51,46,70,21,21,36,Y
26,9,0,0,5,5,1,61,73.87,27.13,54363.83,0.67,334,0.04,3020.21,2004,150,184,47,17,89,Y
0,55,0,0,28,28,28,21,60.14,17.38,18168.93,0.35,211,0.06,1009.38,1045.33,73,138,21,10,23,N
11,23,0,18,12,5,8,56,28.94,36.75,39085.39,0.35,196,0.03,2171.41,1063.55,77,119,22,21,88,Y
2,3,0,0,2,2,1,11,29.35,12.8,4808.14,0.13,79,0.08,267.12,375.64,32,47,15,12,15,N
0,3,0,0,2,1,1,9,11.95,6,430.2,0.02,20,0.17,23.9,71.7,6,14,4,8,11,N
0,5,0,0,3,2,1,6,11.52,5.6,361.36,0.02,18,0.18,20.08,64.53,8,10,5,7,8,N
92,60,0,162,35,27,26,275,86.75,99.64,861278.67,2.88,1301,0.01,47848.81,8643.66,465,836,70,30,531,N
6,39,0,7,20,20,1,94,60.06,32.25,62469.78,0.65,384,0.03,3470.54,1937.05,172,212,24,9,109,N
