@relation MC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,1,1,6.89,3,62.04,0.01,8,0.33,3.45,20.68,1,0,0,2,0.2,3,5,2,4,5,0,3,N
0,3,2,0,0,4,2,0.2,2,1,0,7,1,0,10,1,2,1,12.16,10.08,1236.46,0.04,30,0.1,68.69,122.62,0,1,2,7,0.17,11,19,6,11,12,0,10,N
57,351,4,6,105,630,192,0.49,312,186,0,929,7,0,386,4,192,1,44.82,833.78,31159817.68,12.46,5227,0,1731100.99,37371.73,0,159,315,739,0.34,2279,2948,82,60,559,22.33,392,N
1,1,2,0,0,0,1,0.2,0,1,1,5,1,0,5,0,1,1,16.51,4.8,380.39,0.03,25,0.21,21.13,79.25,1,0,0,6,0.13,12,13,5,4,8,0,5,N
6,5,0,5,0,8,3,0.18,4,1,0,10,1,0,12,2,2,0,14.82,12.83,2440.45,0.06,44,0.08,135.58,190.16,0,2,4,9,0.12,21,23,9,11,25,29.41,17,N
1,1,0,0,0,0,1,0.17,0,1,1,1,1,0,6,0,0,0,23.25,3,209.28,0.02,21,0.33,11.63,69.76,1,0,0,2,0.11,9,12,6,4,9,0,6,N
0,1,9,0,0,0,1,0.09,0,1,1,10,1,0,11,0,0,0,12.68,10,1267.97,0.04,40,0.1,70.44,126.8,1,0,0,11,0.08,10,30,3,6,13,0,11,Y
25,31,6,0,30,60,16,0.21,26,14,0,62,15,0,77,0,0,0,39.82,60.83,147362.04,0.81,419,0.02,8186.78,2422.39,0,17,30,48,0.12,146,273,30,25,134,28.04,77,N
2,3,3,0,1,4,2,0.2,2,2,1,12,1,0,10,0,0,0,35.57,7.35,1922.93,0.09,55,0.14,106.83,261.51,0,1,2,12,0.13,25,30,17,10,15,9.09,10,N
6,33,9,0,1,72,17,0.22,36,15,0,75,7,0,78,0,0,0,48.49,34.68,58312.98,0.56,295,0.03,3239.61,1681.63,0,18,36,60,0.2,131,164,34,18,87,1.27,78,N
5,17,10,3,5,32,9,0.24,16,9,1,52,7,0,34,0,9,1,77.51,14.27,15784.32,0.37,197,0.07,876.91,1106.1,0,8,16,45,0.18,88,109,37,12,49,19.05,37,N
2,3,3,0,0,4,2,0.07,2,2,1,23,1,0,27,0,1,0,69.11,13.17,11980.44,0.3,176,0.08,665.58,909.91,0,1,2,23,0.06,79,97,27,9,31,0,27,N
2,1,0,4,0,0,1,0.07,0,1,1,1,1,0,11,3,1,1,42.87,12.22,6404.47,0.17,109,0.08,355.8,524,1,0,0,2,0.04,44,65,18,10,23,26.67,15,N
2,11,1,2,0,18,6,0.18,8,1,0,22,3,0,32,1,0,0,19.66,21.25,8877.96,0.14,86,0.05,493.22,417.79,0,5,9,18,0.16,30,56,12,17,38,5.88,34,N
2,1,1,0,2,0,1,0.1,0,1,1,3,1,0,10,1,0,0,11.49,9.33,1000.93,0.04,31,0.11,55.61,107.24,1,0,0,4,0.06,7,24,3,8,16,16.67,10,N
0,1,0,0,0,0,1,0.17,0,1,1,1,1,0,6,2,1,1,23.69,4.5,479.73,0.04,28,0.22,26.65,106.61,1,0,0,2,0.09,12,16,8,6,11,0,6,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0,2,N
0,1,2,0,1,0,1,0.17,0,1,1,6,1,0,6,0,1,1,16.37,6,589.61,0.03,31,0.17,32.75,98.27,1,0,0,7,0.11,15,16,5,4,9,14.29,6,N
1,9,2,0,0,10,5,0.71,2,2,0,12,5,1,7,0,0,0,17.33,16.67,4814.21,0.1,63,0.06,267.46,288.85,1,4,5,9,0.45,20,43,9,15,11,0,7,N
0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,1,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.25,2,4,2,4,4,50,2,N
17,21,4,0,15,40,11,0.18,20,10,0,53,1,0,61,0,0,0,28.94,67.5,131842.41,0.65,341,0.01,7324.58,1953.22,0,10,20,44,0.12,130,211,26,27,95,19.74,61,N
2,5,1,0,1,8,3,0.38,4,2,0,12,1,0,8,0,3,1,19.08,6.5,806,0.04,31,0.15,44.78,124,0,2,4,11,0.23,13,18,8,8,13,11.11,8,N
4,7,3,0,1,12,4,0.31,6,3,0,20,1,0,13,0,0,0,26.06,9.58,2393.23,0.08,56,0.1,132.96,249.73,0,3,6,18,0.2,23,33,12,10,20,7.14,13,N
2,5,1,2,0,8,3,0.2,4,2,0,16,3,1,13,0,0,0,55.64,8.25,3787.08,0.15,91,0.12,210.39,459.04,1,2,4,15,0.16,44,47,24,9,19,13.33,15,N
0,1,2,0,0,0,1,0.17,0,1,1,3,1,0,6,0,1,1,13.45,5.4,392.3,0.02,21,0.19,21.79,72.65,1,0,0,4,0.13,9,12,5,6,8,0,6,N
3,5,6,0,3,8,1,0.07,4,1,1,16,1,0,15,0,1,1,32.04,6.6,1396.03,0.07,45,0.15,77.56,211.52,1,2,4,15,0.04,18,27,15,11,23,16.67,15,N
3,1,1,3,0,0,1,0.08,0,1,1,6,1,0,10,0,0,0,37.94,7.39,2073.4,0.09,62,0.14,115.19,280.46,1,0,0,7,0.06,23,39,14,9,18,23.08,13,N
4,3,6,0,3,0,2,0.12,0,2,1,18,1,0,17,0,2,1,67.24,3.38,769.25,0.08,51,0.3,42.74,227.43,0,0,0,18,0.06,23,28,17,5,35,15,17,N
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,1,1,1,13.29,3,119.59,0.01,12,0.33,6.64,39.86,1,0,0,3,0.14,4,8,4,6,7,0,3,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,7.35,8,470.48,0.02,17,0.13,26.14,58.81,1,0,0,2,0.25,6,11,3,8,4,0,2,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,1,1,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.5,3,6,3,5,2,0,0,N
3,1,4,0,1,0,1,0.1,0,1,1,13,1,0,10,0,1,1,47.04,4.15,811.68,0.07,46,0.24,45.09,195.4,1,0,0,14,0.06,18,28,13,6,16,9.09,10,N
13,5,1,0,0,0,3,0.27,0,2,0,9,1,0,11,0,2,0,14.85,6.67,659.94,0.03,26,0.15,36.66,98.99,0,0,0,8,0.11,10,16,6,8,27,0,11,N
2,5,1,0,3,8,3,0.3,4,2,0,10,1,0,10,0,3,1,14.31,15.11,3267.33,0.07,46,0.07,181.52,216.22,0,2,4,9,0.18,16,30,9,17,17,23.08,10,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,9.51,0.5,2.38,0,3,2,0.13,4.75,1,0,0,2,1,2,1,2,1,1,0,0,N
0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,12.58,6.6,547.97,0.03,24,0.15,30.44,83.03,1,0,0,3,0.2,11,13,5,6,5,0,4,N
4,7,3,5,1,12,4,0.24,6,2,0,16,1,0,12,0,3,0,24.67,9.04,2014.11,0.07,48,0.11,111.89,222.91,0,3,6,14,0.17,23,25,14,11,24,33.33,17,Y
0,3,2,0,0,4,2,0.4,2,2,1,6,1,0,5,1,2,1,23.23,6.05,850.35,0.05,32,0.17,47.24,140.55,0,1,2,6,0.29,11,21,10,11,7,0,5,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,3,0.25,2,6,2,5,4,0,2,N
5,5,4,3,3,8,3,0.12,4,2,0,14,1,0,23,1,0,0,22.86,16.25,6037.01,0.12,80,0.06,335.39,371.51,0,2,4,13,0.08,30,50,12,13,36,20.69,26,N
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,1,1,9,3.33,100,0.01,10,0.3,5.56,30,1,0,0,3,0.2,4,6,3,5,5,0,3,N
2,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,1,0,0,3,0.13,5,8,4,7,8,0,4,N
10,21,14,4,16,38,11,0.28,18,10,0,63,11,1,36,0,9,0,64.48,21.79,30627.51,0.47,253,0.05,1701.53,1405.31,1,10,19,54,0.16,114,139,34,13,68,35.71,40,N
7,17,10,0,7,32,9,0.25,16,8,0,41,1,0,36,0,7,0,40.47,20,16189.25,0.27,142,0.05,899.4,809.46,0,8,16,34,0.17,64,78,32,20,52,16.28,36,N
5,9,3,0,1,16,5,0.24,8,3,0,19,1,0,21,0,3,0,19.21,19,6935,0.12,73,0.05,385.28,365,0,4,8,16,0.17,26,47,13,19,29,4.55,21,N
1,3,1,0,0,4,2,0.29,2,2,1,6,1,0,7,0,0,0,12.44,4.9,298.63,0.02,17,0.2,16.59,60.94,0,1,2,6,0.2,7,10,5,7,10,0,7,N
0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,0,0,10.24,7,501.89,0.02,20,0.14,27.88,71.7,1,0,0,3,0.17,7,13,4,8,6,0,4,N
6,5,9,1,0,0,4,0.1,0,4,1,36,1,0,39,0,1,0,101.3,13.16,17544.81,0.44,219,0.08,974.71,1333.15,0,0,0,34,0.08,93,126,53,15,48,2.5,40,N
0,1,1,0,0,0,1,0.06,0,1,1,2,1,0,16,6,1,1,46.12,13.57,8485.87,0.21,121,0.07,471.44,625.56,1,0,0,3,0.04,48,73,23,13,25,0,16,N
8,1,0,0,0,0,1,0.09,0,1,1,1,1,0,11,0,1,1,54.79,3.64,724.55,0.07,51,0.28,40.25,199.25,1,0,0,2,0.05,20,31,11,4,21,0,11,N
6,5,4,0,7,8,3,0.15,4,2,0,14,1,0,20,0,3,1,22.92,21.71,10799.55,0.17,97,0.05,599.98,497.54,0,2,4,13,0.09,41,56,17,18,35,25.93,20,N
3,22,20,3,1,0,21,0.29,0,19,0,46,1,0,69,0,0,0,59.26,22.99,31321.11,0.45,212,0.04,1740.06,1362.37,0,0,0,27,0.27,67,145,51,35,78,5.48,72,N
3,7,7,1,3,12,4,0.19,6,4,1,24,1,0,20,0,4,1,45.78,10.66,5202.69,0.16,93,0.09,289.04,488.06,0,3,6,22,0.14,41,52,25,13,29,16.67,21,N
9,3,2,0,0,0,2,0.22,0,2,1,6,1,0,9,0,2,1,18.89,5.63,597.79,0.04,26,0.18,33.21,106.27,0,0,0,6,0.1,10,16,8,9,21,0,9,N
6,5,4,0,7,8,3,0.15,4,2,0,14,1,0,20,0,0,0,22.69,21.71,10688.22,0.16,96,0.05,593.79,492.41,0,2,4,13,0.09,41,55,17,18,35,25.93,20,N
7,11,12,0,8,20,1,0.03,10,1,1,35,1,0,39,0,0,0,62.91,15.83,15770,0.33,166,0.06,876.11,996,1,5,10,31,0.02,75,91,45,19,56,17.02,39,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,0,0,0,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,1,3,4,3,4,1,0,0,N
3,3,1,0,0,4,2,0.15,2,1,0,6,1,0,13,0,0,0,5.57,34.83,6763.77,0.06,51,0.03,375.76,194.18,0,1,2,6,0.11,19,32,3,11,18,0,13,N
4,3,0,0,3,4,1,0.33,2,1,1,8,1,0,3,0,0,0,13.29,3,119.59,0.01,12,0.33,6.64,39.86,1,1,2,8,0.08,4,8,4,6,12,50,3,N
5,3,2,9,1,4,2,0.15,2,1,0,8,1,0,4,0,0,0,26.92,12.44,4168.89,0.11,67,0.08,231.6,335,0,1,2,8,0.1,32,35,18,14,21,71.43,13,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.25,1,3,1,3,4,0,2,N
4,27,5,0,17,46,14,0.3,20,7,0,51,7,0,46,0,11,0,41.77,50.94,108403.19,0.71,381,0.02,6022.4,2127.87,0,13,23,39,0.2,131,250,27,21,70,26.98,46,N
0,1,1,0,0,0,1,0.11,0,1,1,9,1,0,9,0,0,0,110.73,3.48,1339.64,0.13,81,0.29,74.42,385.15,1,0,0,10,0.09,40,41,23,4,11,0,9,N
8,23,2,11,1,40,12,0.32,18,3,0,40,1,0,27,0,0,0,29.02,11.14,3602.85,0.11,68,0.09,200.16,323.33,0,11,20,30,0.24,24,44,14,13,49,30.77,38,N
0,3,2,0,0,4,2,0.2,2,1,0,7,1,0,10,1,0,0,12.16,10.08,1236.46,0.04,30,0.1,68.69,122.62,0,1,2,7,0.17,11,19,6,11,12,0,10,N
0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,1,1,1,12.34,3.5,151.15,0.01,13,0.29,8.4,43.19,1,0,0,3,0.17,3,10,3,7,6,0,4,N
6,25,3,9,9,46,13,0.26,22,6,0,53,5,0,41,0,11,0,22.2,65.6,95514.2,0.49,258,0.02,5306.34,1456.11,0,12,23,42,0.19,95,163,21,29,68,30.51,50,N
0,5,1,4,0,8,3,0.33,4,2,0,9,1,0,5,0,2,0,11.81,4.5,239.18,0.02,16,0.22,13.29,53.15,0,2,4,8,0.27,6,10,4,6,11,44.44,9,N
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,3.48,4,55.73,0,6,0.25,3.1,13.93,1,0,0,2,0.25,2,4,1,4,4,0,2,N
0,30,1,0,9,40,17,0.34,16,8,0,47,17,1,50,0,17,1,13.7,92.44,117120.91,0.42,247,0.01,6506.72,1266.93,1,12,20,32,0.28,64,183,9,26,61,15.25,50,N
2,1,0,0,3,0,1,0.14,0,1,1,5,1,0,7,0,0,0,20.08,5.5,607.27,0.04,29,0.18,33.74,110.41,1,0,0,6,0.07,11,18,7,7,14,30,7,N
10,3,2,0,0,0,2,0.2,0,2,1,6,1,0,10,0,2,1,16.78,6.29,663.06,0.04,27,0.16,36.84,105.49,0,0,0,6,0.09,11,16,7,8,23,0,10,N
0,19,4,0,7,32,10,0.42,14,5,0,37,6,0,24,0,0,0,17.9,36.67,24063.7,0.22,129,0.03,1336.87,656.28,0,9,16,29,0.3,40,89,12,22,33,22.58,24,N
2,1,0,2,0,0,1,0.25,0,1,1,1,1,0,2,1,1,1,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,1,0,0,2,0.13,4,9,3,8,8,50,4,N
1,5,1,0,0,8,3,0.33,4,3,1,12,1,0,9,2,2,0,14.69,11.7,2011.18,0.06,38,0.09,111.73,171.9,0,2,4,11,0.25,18,20,10,13,12,0,9,N
5,3,1,0,2,4,2,0.25,2,2,1,8,1,0,8,0,2,1,10.97,13,1854.11,0.05,33,0.08,103.01,142.62,0,1,2,8,0.12,14,19,7,13,17,20,8,N
9,29,1,0,3,42,15,0.68,14,7,0,49,3,0,22,0,0,0,14.84,49.11,35780.79,0.24,155,0.02,1987.82,728.57,0,14,21,36,0.42,52,103,9,17,36,12,22,N
4,15,1,0,0,24,1,0.06,10,1,1,36,1,0,16,0,1,1,21.5,25.33,13797.14,0.18,101,0.04,766.51,544.62,1,7,12,30,0.04,38,63,18,24,26,0,16,N
14,45,14,0,20,86,23,0.21,42,17,0,113,9,0,111,0,13,0,65.25,36.24,85678.82,0.79,382,0.03,4759.93,2364.51,0,22,43,92,0.16,168,214,51,22,147,15.27,111,N
0,1,2,0,0,0,1,0.33,0,1,1,3,1,0,3,0,1,1,12,2.5,75,0.01,10,0.4,4.17,30,1,0,0,4,0.2,3,7,3,5,5,0,3,N
5,7,5,0,2,12,4,0.27,6,4,1,22,1,0,15,0,4,1,29.17,9.62,2696.74,0.09,62,0.1,149.82,280.46,0,3,6,20,0.17,25,37,13,10,24,11.76,15,N
0,3,0,0,0,4,2,0.29,2,1,0,6,1,0,7,0,2,1,10.64,8,680.88,0.03,23,0.13,37.83,85.11,0,1,2,6,0.22,10,13,5,8,9,0,7,N
3,5,3,0,3,8,1,0.06,4,1,1,14,1,0,17,0,1,1,30.3,8.07,1971.68,0.08,52,0.12,109.54,244.42,1,2,4,13,0.04,22,30,15,11,25,15,17,N
17,21,4,0,36,40,11,0.19,20,10,0,51,1,0,59,0,0,0,28.52,66.04,124369.51,0.63,332,0.02,6909.42,1883.25,0,10,20,42,0.1,127,205,25,26,114,37.89,59,N
2,3,1,0,1,4,2,0.22,2,2,1,6,1,0,9,0,0,0,12.73,6.75,580.17,0.03,22,0.15,32.22,85.95,0,1,2,6,0.14,9,13,6,9,14,10,9,N
0,1,1,0,0,0,1,1,0,1,1,2,1,0,0,1,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,3,1,4,5,3,4,1,0,0,N
7,13,9,2,6,24,7,0.26,12,5,0,38,1,0,25,0,0,0,57.5,14.06,11359.43,0.27,154,0.07,631.08,808.18,0,6,12,33,0.17,69,85,27,11,42,24.24,27,N
3,5,0,0,0,8,3,0.25,4,1,0,10,1,0,12,0,1,0,15.35,9.64,1427.14,0.05,37,0.1,79.29,148,0,2,4,9,0.18,15,22,7,9,17,0,12,N
4,11,11,3,5,20,6,0.25,10,6,1,36,1,0,21,0,0,0,52.64,16.5,14331.03,0.29,168,0.06,796.17,868.55,0,5,10,32,0.17,75,93,25,11,35,27.59,24,N
0,1,1,0,0,0,1,0.25,0,1,1,4,1,0,4,0,1,1,16.23,4.5,328.87,0.02,22,0.22,18.27,73.08,1,0,0,5,0.17,9,13,5,5,6,0,4,N
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,6.53,9,529.29,0.02,17,0.11,29.41,58.81,1,0,0,3,0.2,4,13,2,9,5,0,2,N
24,5,0,24,8,8,3,0.04,4,1,0,13,1,0,50,0,0,0,62.73,51.81,168419.65,1.08,582,0.02,9356.65,3250.45,0,2,4,12,0.03,279,303,35,13,108,39.02,74,N
0,1,1,0,1,0,1,0.5,0,1,1,2,1,0,2,0,1,1,12.55,4,200.76,0.02,14,0.25,11.15,50.19,1,0,0,3,0.2,4,10,4,8,5,33.33,2,N
7,1,3,7,1,0,1,0.08,0,1,1,6,1,0,6,0,0,0,83.2,3.33,924.42,0.09,59,0.3,51.36,277.33,1,0,0,7,0.04,28,31,21,5,23,57.14,13,N
0,16,0,31,0,0,15,0.19,0,1,0,32,1,0,50,0,0,0,41.55,38,59998.29,0.53,247,0.03,3333.24,1578.9,0,0,0,19,0.18,92,155,46,38,83,38.27,81,N
4,5,3,6,1,8,3,0.25,4,3,1,10,1,0,6,1,2,0,14.85,6.67,659.94,0.03,26,0.15,36.66,98.99,0,2,4,9,0.16,10,16,6,8,19,53.85,12,N
11,31,7,2,1,54,16,0.25,24,8,0,64,16,1,62,0,6,0,36.13,35.2,44768.42,0.42,221,0.03,2487.13,1271.83,1,15,27,50,0.21,88,133,30,24,78,4.62,64,N
0,3,2,0,0,4,2,0.12,2,1,0,7,1,0,17,0,0,0,54.4,6.6,2369.73,0.12,70,0.15,131.65,359.05,0,1,2,7,0.11,33,37,25,10,19,0,17,N
0,1,2,0,2,0,1,0.5,0,1,1,3,1,0,2,0,1,1,3.96,2,15.85,0,5,0.5,0.88,7.92,1,0,0,4,0.17,2,3,1,2,6,50,2,N
1,1,0,0,0,0,1,0.14,0,1,1,5,1,0,7,0,0,0,20.08,5.5,607.27,0.04,29,0.18,33.74,110.41,1,0,0,6,0.1,11,18,7,7,10,0,7,N
8,23,18,11,8,40,12,0.16,18,8,0,64,7,0,66,2,4,0,74.53,21,32866.37,0.52,249,0.05,1825.91,1565.07,0,11,20,54,0.13,114,135,57,21,95,22.35,77,Y
0,3,3,0,0,0,2,0.2,0,2,1,8,1,0,10,0,2,1,13.4,7,656.36,0.03,24,0.14,36.46,93.77,0,0,0,8,0.17,7,17,5,10,12,0,10,N
3,5,0,6,7,8,3,0.23,4,1,0,9,1,0,7,2,3,1,18.89,8.44,1345.03,0.05,39,0.12,74.72,159.41,0,2,4,8,0.12,15,24,8,9,25,65,13,N
0,1,2,0,0,0,1,0.17,0,1,1,5,1,0,6,0,0,0,25.32,3.14,250.07,0.03,23,0.32,13.89,79.57,1,0,0,6,0.13,11,12,7,4,8,0,6,N
10,30,16,8,0,32,21,0.17,16,13,0,140,1,0,118,0,1,0,134.43,35.05,165171.64,1.57,660,0.03,9176.2,4712.1,0,8,16,121,0.15,296,364,114,27,138,6.35,126,N
0,1,2,2,0,0,1,0.33,0,1,1,3,1,0,1,0,0,0,13.79,1.5,31.02,0.01,8,0.67,1.72,20.68,1,0,0,4,0.2,3,5,3,3,5,66.67,3,N
2,1,1,0,3,0,1,0.11,0,1,1,2,1,0,9,0,0,0,57.63,3.12,562.77,0.06,41,0.32,31.26,180.09,1,0,0,3,0.06,20,21,16,5,16,25,9,N
10,21,14,4,16,38,11,0.28,18,10,0,63,11,1,36,0,9,0,57.78,23.9,33016,0.46,253,0.04,1834.22,1381.24,1,10,19,54,0.16,114,139,31,13,68,35.71,40,N
0,1,2,0,1,0,1,0.17,0,1,1,6,1,0,6,0,0,0,16.37,6,589.61,0.03,31,0.17,32.75,98.27,1,0,0,7,0.11,15,16,5,4,9,14.29,6,N
2,39,21,1,0,24,1,0.01,8,1,1,73,1,0,88,0,1,1,40.51,42.24,72273.19,0.57,257,0.02,4015.18,1711.16,1,8,12,47,0.01,101,156,55,46,93,1.12,89,N
2,11,1,2,0,18,6,0.18,8,1,0,22,3,0,32,1,3,0,19.66,21.25,8877.96,0.14,86,0.05,493.22,417.79,0,5,9,18,0.16,30,56,12,17,38,5.88,34,N
0,3,1,2,2,4,2,0.4,2,2,1,5,1,0,3,0,0,0,7.17,12,1032.47,0.03,24,0.08,57.36,86.04,0,1,2,5,0.22,8,16,3,9,9,57.14,5,N
17,73,16,0,1,144,1,0.01,72,1,1,201,1,0,106,0,1,1,53.67,94.94,483769.06,1.7,843,0.01,26876.06,5095.42,1,36,72,166,0.01,355,488,43,23,126,0.93,106,N
1,3,2,3,1,4,2,0.25,2,2,1,8,1,0,5,1,1,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0,1,2,8,0.17,9,10,7,7,12,44.44,8,N
24,7,3,0,2,0,4,0.24,0,4,1,16,3,0,17,0,3,0,23.6,8.1,1548.37,0.06,45,0.12,86.02,191.16,0,0,0,14,0.09,18,27,10,9,46,10.53,17,N
1,1,1,0,5,0,1,0.04,0,1,1,3,1,0,25,0,1,1,188.48,4.9,4519.03,0.31,155,0.2,251.06,922.9,1,0,0,4,0.03,142,13,58,4,39,16.67,25,N
3,9,6,3,1,16,5,0.19,8,4,0,26,1,0,24,0,4,0,51.6,10.12,5284.28,0.17,101,0.1,293.57,522.15,0,4,8,23,0.15,46,55,25,11,33,14.29,27,N
6,20,1,18,2,20,14,0.25,10,9,0,39,1,0,38,1,4,0,26.41,40.71,43778.46,0.36,186,0.02,2432.14,1075.33,0,5,10,27,0.21,73,113,26,29,66,34.48,56,N
3,1,0,0,3,0,1,0.13,0,1,1,1,1,0,8,0,1,1,31.35,9.97,3114.36,0.1,65,0.1,173.02,312.48,1,0,0,2,0.06,23,42,15,13,18,27.27,8,N
8,9,0,2,5,16,5,0.16,8,1,0,23,1,0,29,0,0,0,35.48,36,45981.46,0.43,240,0.03,2554.53,1277.26,0,4,8,20,0.11,88,152,22,18,47,19.44,31,N
7,13,10,2,9,24,7,0.21,12,5,0,43,1,0,31,0,0,0,73.7,13.26,12966.91,0.33,178,0.08,720.38,977.55,0,6,12,38,0.14,82,96,34,11,51,26.19,33,N
3,5,7,0,2,8,3,0.2,4,3,1,15,1,0,15,0,0,0,35.66,6.3,1415.38,0.07,49,0.16,78.63,224.66,0,2,4,14,0.14,21,28,15,9,22,11.76,15,N
5,3,2,8,1,4,2,0.13,2,1,0,9,1,0,8,0,0,0,25.45,12.6,4039.9,0.11,66,0.08,224.44,320.63,0,1,2,9,0.08,27,39,15,14,24,52.94,16,N
22,1,11,13,85,0,1,0.05,0,1,1,17,1,0,8,0,0,0,99.91,4.15,1723.85,0.14,83,0.24,95.77,415,1,0,0,18,0.01,36,47,26,6,130,92.45,21,N
0,3,2,0,0,4,2,0.22,2,2,1,6,1,0,9,0,0,0,10,4.5,202.5,0.02,15,0.22,11.25,45,0,1,2,6,0.18,3,12,2,6,11,0,9,N
0,1,1,0,0,0,1,0.14,0,1,1,3,1,0,7,0,1,1,20.76,4,332.19,0.03,25,0.25,18.46,83.05,1,0,0,4,0.13,12,13,6,4,8,0,7,N
14,29,11,3,8,46,16,0.19,20,9,0,66,13,0,81,0,11,0,34.25,60.91,127060.67,0.7,349,0.02,7058.93,2086.07,0,13,24,52,0.15,134,215,33,30,108,11.96,84,N
0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1,1,5,1,5,1,0,0,N
4,11,3,0,3,20,6,0.21,10,3,0,26,1,0,29,0,0,0,20.31,38.25,29720.31,0.26,146,0.03,1651.13,777,0,5,10,22,0.15,51,95,16,24,40,9.38,29,N
5,6,4,4,3,4,4,0.25,2,3,0,14,4,1,12,0,0,0,19.21,10.5,2118.25,0.07,44,0.1,117.68,201.74,1,1,2,12,0.15,15,29,10,14,26,36.84,16,N
5,9,4,0,1,16,5,0.33,8,4,0,25,1,0,15,0,5,1,25.82,11.05,3150.69,0.1,66,0.09,175.04,285.25,0,4,8,22,0.22,27,39,11,9,23,6.25,15,N
3,9,0,0,0,14,5,0.26,6,1,0,16,4,0,19,0,0,0,12.61,16.63,3484.49,0.07,47,0.06,193.58,209.59,0,4,7,13,0.21,19,28,8,14,24,0,19,N
18,1,12,15,10,0,1,0.04,0,1,1,19,1,0,9,0,0,0,116.97,4.03,1903.85,0.16,92,0.25,105.77,471.89,1,0,0,20,0.02,39,53,29,6,54,73.53,24,N
0,5,1,0,5,8,3,0.23,4,2,0,9,1,0,13,0,3,1,13.41,19.29,4988.19,0.09,58,0.05,277.12,258.64,0,2,4,8,0.15,18,40,7,15,20,27.78,13,N
42,1,0,38,75,0,1,0.02,0,1,1,1,1,0,5,0,0,0,142.01,9.77,13558.89,0.46,259,0.1,753.27,1387.61,1,0,0,2,0.01,114,145,35,6,162,95.76,43,N
