@relation KC1

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1,1,0,0,1,1,1,8,24.76,5.78,826.58,0.05,35,0.17,45.92,143.06,13,22,9,8,13,N
0,1,0,0,1,1,1,3,10.34,1.5,23.26,0.01,6,0.67,1.29,15.51,3,3,3,3,4,N
2,3,0,1,2,2,1,19,33.65,8.8,2605.92,0.1,63,0.11,144.77,296.13,24,39,15,11,26,N
0,3,0,0,2,2,1,10,19.25,9.5,1736.95,0.06,41,0.11,96.5,182.84,19,22,11,11,12,N
3,1,0,1,1,1,1,10,28.94,6.38,1176.04,0.06,42,0.16,65.34,184.48,17,25,12,9,18,N
0,7,0,1,4,3,3,20,30.72,9.75,2920.69,0.1,63,0.1,162.26,299.56,21,42,14,13,26,N
1,7,0,1,4,3,1,21,32.87,8.93,2619.98,0.1,64,0.11,145.55,293.44,25,39,14,10,25,N
0,1,0,0,1,1,1,3,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,5,N
2,1,0,0,1,1,1,8,33.72,3.27,361.18,0.04,27,0.31,20.07,110.36,12,15,11,6,14,N
2,5,0,1,3,3,1,28,43.11,8.82,3356.39,0.13,80,0.11,186.47,380.39,30,50,17,10,34,N
5,13,4,6,7,5,7,48,47.23,19.98,18860.9,0.31,169,0.05,1047.82,943.86,61,108,29,19,65,N
0,1,0,0,1,1,1,14,58.93,6.2,2265.23,0.12,76,0.16,125.85,365.36,31,45,20,8,21,Y
0,1,0,0,1,1,1,1,6.67,1.5,15,0,5,0.67,0.83,10,3,2,2,2,4,N
10,17,0,7,9,9,8,49,42.66,24.14,24862.57,0.34,191,0.04,1381.25,1029.93,71,120,25,17,68,N
2,5,0,0,3,2,3,16,26.8,14.12,5341.12,0.13,75,0.07,296.73,378.33,30,45,17,16,20,N
2,1,0,0,1,1,1,11,31.39,5.82,1062.75,0.06,43,0.17,59.04,182.66,16,27,11,8,17,Y
1,3,0,0,2,2,1,10,11.92,9,965.81,0.04,29,0.11,53.66,107.31,8,21,4,9,13,N
11,19,0,4,10,10,7,43,42.93,17.24,12760.86,0.25,134,0.06,708.94,740.16,49,85,27,19,62,N
3,11,3,5,6,4,5,41,42.76,17.64,13304.98,0.25,139,0.06,739.17,754.25,49,90,25,18,54,N
1,7,0,0,4,4,1,22,42.3,9,3426.62,0.13,81,0.11,190.37,380.74,34,47,17,9,29,N
0,1,0,0,1,1,1,7,32.29,2.57,213.55,0.03,25,0.39,11.86,83.05,12,13,7,3,9,N
1,3,0,0,2,2,1,16,50.68,5.7,1646.46,0.1,63,0.18,91.47,288.85,19,44,15,9,22,N
0,1,0,0,1,1,1,6,20.31,4.5,411.19,0.03,24,0.22,22.84,91.38,9,15,7,7,11,Y
1,3,0,0,2,2,1,10,21.22,5.78,708.49,0.04,30,0.17,39.36,122.62,13,17,9,8,14,N
2,5,0,0,2,2,1,24,35.65,8.57,2618.82,0.1,65,0.12,145.49,305.53,20,45,14,12,28,N
1,1,0,1,1,1,1,24,55.71,5.83,1895.83,0.11,65,0.17,105.32,325,35,30,24,8,33,Y
1,1,0,0,1,1,1,6,12.95,4,207.22,0.02,14,0.25,11.51,51.81,5,9,5,8,11,Y
0,1,0,0,1,1,1,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,1,N
1,7,0,2,4,2,1,17,21.46,10.82,2511.9,0.08,50,0.09,139.55,232.19,17,33,11,14,25,N
1,3,1,0,2,2,1,9,18.41,7.43,1015.79,0.05,35,0.13,56.43,136.74,13,22,7,8,15,Y
0,1,0,0,1,1,1,3,9.51,3,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,6,N
2,11,0,2,6,6,1,41,48.72,15.43,11596.34,0.25,149,0.06,644.24,751.61,54,95,21,12,48,Y
0,5,0,0,3,2,3,7,12.96,8.33,900,0.04,27,0.12,50,108,10,17,6,10,9,N
0,3,0,0,2,2,1,7,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,6,9,5,7,9,N
0,1,0,0,1,1,1,0,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,5,7,5,5,2,N
3,9,0,3,1,1,1,24,27.09,9.31,2347.15,0.08,55,0.11,130.4,252.17,22,33,13,11,33,Y
3,3,0,1,2,2,1,13,29.32,6.4,1200.94,0.06,45,0.16,66.72,187.65,16,29,10,8,19,N
5,17,1,8,9,9,1,38,39.82,12.06,5786.67,0.16,96,0.08,321.48,480,31,65,18,14,54,N
9,12,0,2,7,6,3,86,85.07,26.82,61212.81,0.76,362,0.04,3400.71,2281.97,139,223,57,22,100,Y
0,1,0,0,1,1,1,7,13.21,2.4,76.08,0.01,10,0.42,4.23,31.7,6,4,5,4,12,N
0,3,0,0,2,2,1,16,32.68,6.68,1457.67,0.07,47,0.15,80.98,218.26,17,30,14,11,19,N
4,13,0,1,7,7,1,37,31.07,15.47,7433.62,0.16,97,0.06,412.98,480.56,33,64,16,15,46,N
0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,6,N
3,1,0,0,1,1,1,8,20.76,3.33,230.63,0.02,20,0.3,12.81,69.19,8,12,6,5,13,N
24,34,2,3,18,16,4,120,72.43,38.54,107551.84,0.93,439,0.03,5975.1,2790.97,166,273,56,26,151,Y
6,15,0,1,8,8,5,54,42.97,17,12417.08,0.24,133,0.06,689.84,730.42,51,82,27,18,63,Y
3,3,0,0,2,2,1,12,16.2,6.67,720,0.04,27,0.15,40,108,8,19,6,10,17,N
5,36,0,0,14,9,1,50,71.91,41.88,126141.8,1,445,0.02,7007.88,3011.84,163,282,72,37,62,Y
10,35,0,4,18,18,1,113,87.91,24.68,53551.34,0.72,363,0.04,2975.07,2169.75,145,218,47,16,131,N
2,19,0,4,10,10,9,48,46.69,17.67,14573.21,0.27,155,0.06,809.62,824.9,53,102,24,16,56,N
1,1,0,3,1,1,1,5,8.72,4,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,12,N
3,13,0,1,7,6,6,39,41.57,14.91,9244.97,0.21,119,0.07,513.61,619.92,49,70,23,14,48,N
0,5,0,0,3,2,1,1,9.56,6,344.16,0.02,16,0.17,19.12,57.36,4,12,3,9,3,N
6,21,0,10,11,11,1,65,40.27,23.04,21378.61,0.31,171,0.04,1187.7,927.89,64,107,25,18,83,Y
1,3,0,0,2,2,1,7,21.83,7.2,1131.65,0.05,37,0.14,62.87,157.17,16,21,10,9,10,N
13,43,0,1,22,17,16,109,81.73,25.53,53276.94,0.7,344,0.04,2959.83,2086.73,129,215,48,19,129,N
3,7,0,0,4,4,1,20,17.26,13.5,3145.3,0.08,57,0.07,174.74,232.99,24,33,8,9,25,Y
0,3,0,0,2,1,1,6,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,6,12,4,9,9,N
4,15,0,1,8,8,5,34,32.04,17,9259.3,0.18,111,0.06,514.4,544.66,34,77,15,15,41,N
1,5,1,6,3,3,1,24,26.97,11.54,3590.06,0.1,67,0.09,199.45,311.14,25,42,13,12,34,N
12,39,6,20,20,12,7,91,93.92,22.95,49471.62,0.72,340,0.04,2748.42,2155.55,140,200,61,20,131,N
0,3,0,0,2,2,1,5,12.85,3.5,157.4,0.01,13,0.29,8.74,44.97,4,9,4,7,7,N
0,1,1,0,1,1,1,5,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,5,9,4,6,9,N
0,7,0,0,4,4,1,20,30.85,11.73,4246.69,0.12,77,0.09,235.93,361.93,32,45,15,11,25,N
0,1,0,0,1,1,1,12,26.22,1.57,64.76,0.01,13,0.64,3.6,41.21,11,2,7,2,15,N
0,7,0,0,4,2,1,10,20.27,9.82,1954.18,0.07,44,0.1,108.57,199.04,18,26,11,12,12,Y
15,23,0,3,12,10,11,88,76.67,21.35,34945.56,0.55,276,0.05,1941.42,1636.88,102,174,43,18,108,N
1,3,0,0,2,2,1,14,17.28,8.33,1200,0.05,36,0.12,66.67,144,10,26,6,10,17,N
0,5,0,0,3,2,1,1,8.96,6,322.65,0.02,15,0.17,17.92,53.77,4,11,3,9,3,N
1,1,0,0,1,1,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,5,7,5,5,8,N
2,5,0,0,2,2,1,24,35.1,8.57,2578.53,0.1,64,0.12,143.25,300.83,20,44,14,12,28,N
2,9,0,0,5,5,1,48,53.36,11.52,7081.52,0.2,118,0.09,393.42,614.72,48,70,25,12,54,N
1,5,0,1,3,2,1,16,20.09,16.2,5273.72,0.11,73,0.06,292.98,325.54,27,46,10,12,22,Y
2,5,0,0,3,2,3,12,18.89,10,1888.7,0.06,43,0.1,104.93,188.87,15,28,9,12,16,N
6,7,0,1,4,3,3,35,55.28,14.4,11467.22,0.27,139,0.07,637.07,796.18,61,78,36,17,49,N
0,1,0,0,1,1,1,24,101.02,4.9,2425.5,0.17,99,0.2,134.75,495,35,64,25,7,29,Y
1,13,0,1,7,2,7,20,50.52,9.6,4656,0.16,97,0.1,258.67,485,32,65,20,12,27,N
2,7,0,1,4,3,1,31,35.93,15.17,8265.25,0.18,110,0.07,459.18,544.96,42,68,18,13,40,Y
0,1,0,0,1,1,1,3,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,5,N
0,1,0,0,1,1,1,4,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,5,N
1,1,0,0,1,1,1,4,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,9,N
2,1,0,1,1,1,1,13,47.55,6.5,2008.94,0.1,65,0.15,111.61,309.07,26,39,18,9,25,Y
3,5,0,0,3,1,1,10,21.1,9.69,1981.69,0.07,43,0.1,110.09,204.46,18,25,13,14,15,Y
6,27,0,26,14,14,1,85,52.25,30.72,49320.73,0.54,289,0.03,2740.04,1605.28,99,190,29,18,119,Y
0,1,0,0,1,1,1,4,17.43,2,69.74,0.01,11,0.5,3.87,34.87,5,6,5,4,5,N
3,13,0,0,7,6,1,44,45.58,12.17,6755.1,0.18,110,0.08,375.28,554.88,56,54,23,10,49,Y
4,9,0,0,5,4,3,21,35.28,17.27,10524.82,0.2,113,0.06,584.71,609.33,38,75,22,20,27,Y
2,5,0,1,3,2,1,12,28.38,7.2,1471.15,0.07,49,0.14,81.73,204.33,18,31,10,8,17,N
1,3,0,1,2,2,1,13,30.33,7.31,1619.78,0.07,49,0.14,89.99,221.65,19,30,13,10,20,Y
3,37,3,12,19,19,15,78,70.4,26.59,49778.18,0.62,312,0.04,2765.45,1872,117,195,44,20,99,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,4,N
1,3,0,0,2,2,1,8,14.45,6.4,592.07,0.03,25,0.16,32.89,92.51,8,17,5,8,13,N
1,1,0,0,1,1,1,7,21.6,5,540,0.04,27,0.2,30,108,10,17,8,8,13,N
0,3,0,0,2,2,1,14,17.18,6.19,657.57,0.04,26,0.16,36.53,106.27,11,15,8,9,18,N
2,7,0,0,4,4,1,36,32.97,15.17,7583.33,0.17,100,0.07,421.3,500,39,61,18,14,40,N
13,17,0,6,9,8,4,70,65.84,16.97,18960.71,0.37,199,0.06,1053.37,1117.33,70,129,33,16,91,N
1,5,0,0,3,3,1,29,46.62,10.42,5062.36,0.16,99,0.1,281.24,485.78,36,63,19,11,34,N
8,5,0,0,3,3,3,15,24.93,8.71,1890.85,0.07,48,0.11,105.05,217.13,19,29,12,11,25,Y
0,5,0,0,3,3,1,13,33.04,8.08,2155.65,0.09,59,0.12,119.76,266.89,21,38,13,10,16,N
0,3,0,0,2,2,1,5,8.72,4,139.48,0.01,11,0.25,7.75,34.87,4,7,3,6,10,N
0,1,0,0,1,1,1,10,21.51,8.5,1554.11,0.06,41,0.12,86.34,182.84,17,24,11,11,12,Y
2,3,0,1,2,2,1,20,25.98,11.5,3435.99,0.1,67,0.09,190.89,298.78,23,44,11,11,26,N
0,1,0,0,1,1,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,1,N
10,21,0,2,11,11,1,66,57.05,28.71,47016.12,0.55,274,0.03,2612.01,1637.77,107,167,41,22,80,Y
0,1,0,0,1,1,1,7,16.37,5.25,451.25,0.03,22,0.19,25.07,85.95,7,15,6,9,11,N
11,1,0,2,1,1,1,42,103.45,6.57,4461.99,0.23,123,0.15,247.89,679.4,54,69,37,9,57,Y
0,1,0,0,1,1,1,8,27.26,5.2,737.24,0.05,34,0.19,40.96,141.78,13,21,10,8,12,N
0,1,0,0,1,1,1,3,10.34,1.5,23.26,0.01,6,0.67,1.29,15.51,3,3,3,3,5,N
2,3,0,1,2,2,1,16,35.82,7.07,1791.33,0.08,56,0.14,99.52,253.32,22,34,14,9,22,N
2,1,0,1,1,1,1,9,29.28,6,1054.16,0.06,40,0.17,58.56,175.69,16,24,12,9,16,N
3,7,0,6,4,4,4,27,23.96,13.85,4592.87,0.11,69,0.07,255.16,331.71,24,45,13,15,38,N
3,16,0,0,9,9,1,74,68.06,15.76,16898.58,0.36,191,0.06,938.81,1072.41,65,126,33,16,82,N
0,3,0,0,2,1,1,6,9.32,6.75,424.63,0.02,17,0.15,23.59,62.91,6,11,4,9,8,Y
0,1,0,0,1,1,1,3,5.33,1.5,12,0,4,0.67,0.67,8,1,3,1,3,6,N
0,1,0,0,1,1,1,12,29.64,4.67,645.41,0.05,32,0.21,35.86,138.3,14,18,12,8,16,N
3,11,7,5,6,6,1,45,28.18,27,20545.64,0.25,145,0.04,1141.42,760.95,60,85,20,18,64,N
3,5,2,13,3,3,3,19,21.02,13.42,3783.85,0.09,60,0.07,210.21,282.03,23,37,12,14,40,N
4,5,0,0,3,3,1,34,38.49,11.61,5189.4,0.15,92,0.09,288.3,446.93,38,54,18,11,41,N
1,1,0,0,1,1,1,7,22.67,6,816,0.05,34,0.17,45.33,136,12,22,8,8,12,N
0,1,0,2,1,1,1,4,11.16,3.12,108.97,0.01,11,0.32,6.05,34.87,5,6,4,5,9,N
0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,N
18,25,0,24,13,13,10,88,79.19,22.19,39004.08,0.59,278,0.05,2166.89,1757.5,110,168,57,23,132,Y
0,1,0,0,1,1,1,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,5,N
3,3,0,1,2,2,1,15,15.71,9.17,1320,0.05,36,0.11,73.33,144,11,25,6,10,21,N
6,13,0,0,7,7,1,30,36.49,16,9342.72,0.19,119,0.06,519.03,583.92,48,71,18,12,38,Y
2,1,0,0,1,1,1,13,51.76,3.19,525.93,0.05,37,0.31,29.22,165,17,20,16,6,23,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,N
1,1,0,0,1,1,1,6,10.8,2.5,67.5,0.01,9,0.4,3.75,27,5,4,4,4,11,N
2,4,0,0,3,1,1,15,17.74,7.14,905.08,0.04,31,0.14,50.28,126.71,10,21,7,10,19,Y
5,1,0,0,1,1,1,16,24.79,12.18,3676.11,0.1,65,0.08,204.23,301.85,31,34,14,11,23,N
2,3,0,2,2,2,1,24,26.4,12.5,4124.97,0.11,74,0.08,229.17,330,30,44,12,10,30,Y
1,5,0,1,3,3,1,18,25.17,9.17,2114.77,0.08,51,0.11,117.49,230.7,20,31,12,11,22,N
1,1,0,0,1,1,1,8,21.67,0.75,12.19,0.01,7,1.33,0.68,16.25,6,1,4,1,13,Y
0,1,0,0,1,1,1,5,24.92,4.13,424.04,0.03,27,0.24,23.56,102.8,11,16,8,6,8,N
8,11,1,0,6,4,3,43,42.1,25.33,27017.88,0.36,174,0.04,1500.99,1066.5,76,98,42,28,55,N
7,9,0,1,5,4,3,21,34.66,10.13,3553.24,0.12,73,0.1,197.4,350.94,27,46,16,12,31,N
1,5,0,0,3,2,3,10,16.19,4.8,373,0.03,21,0.21,20.72,77.71,6,15,5,8,13,N
0,1,0,0,1,1,1,6,31.44,4.55,650.93,0.05,35,0.22,36.16,143.06,13,22,10,7,12,N
1,5,0,1,3,2,1,15,23.31,12,3356.19,0.09,61,0.08,186.46,279.68,24,37,12,12,22,Y
3,9,0,0,5,4,3,19,29.12,24.87,18012.97,0.24,129,0.04,1000.72,724.3,44,85,23,26,24,Y
3,25,0,4,13,13,8,68,54.82,19.52,20885.76,0.36,196,0.05,1160.32,1070.05,62,134,27,17,77,N
16,15,0,19,8,7,5,88,96.33,17.69,30162.15,0.57,272,0.06,1675.67,1704.57,116,156,59,18,125,Y
2,1,0,0,1,1,1,11,44.37,3.21,458.43,0.05,33,0.31,25.47,142.62,15,18,14,6,20,N
1,1,0,0,1,1,1,6,21.58,3,194.18,0.02,17,0.33,10.79,64.73,8,9,8,6,11,N
0,7,0,0,4,4,1,18,29.53,7.14,1506.49,0.07,46,0.14,83.69,210.91,20,26,14,10,20,N
3,7,0,1,4,4,3,27,44.35,9.92,4365.26,0.15,88,0.1,242.51,440,29,59,19,13,33,N
1,3,0,0,2,2,1,15,20.85,9.45,1864,0.07,43,0.11,103.56,197.15,16,27,11,13,18,N
3,9,0,3,5,5,4,19,19.65,14.7,4246.13,0.1,63,0.07,235.9,288.85,21,42,10,14,27,N
0,1,0,0,1,1,1,0,8,3,72,0.01,8,0.33,4,24,2,6,2,6,2,N
0,3,0,0,2,1,1,5,14.1,5.25,388.55,0.02,20,0.19,21.59,74.01,9,11,6,7,8,Y
0,1,3,0,1,1,1,6,29.98,4.44,592.26,0.04,35,0.23,32.9,133.26,16,19,9,5,11,N
0,1,0,0,1,1,1,4,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,4,8,4,7,7,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,N
1,1,0,0,1,1,1,4,14.99,3,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,7,N
0,1,0,0,1,1,1,3,9.83,2,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,5,N
9,21,0,2,11,9,6,72,45.6,27.33,34067.01,0.42,211,0.04,1892.61,1246.35,82,129,36,24,85,N
1,5,1,5,3,3,1,24,22.26,15.23,5163.25,0.11,73,0.07,286.85,339,33,40,13,12,34,N
0,7,0,0,4,3,3,30,48.26,11.5,6382.12,0.18,105,0.09,354.56,554.97,46,59,26,13,32,N
0,3,0,0,2,2,1,5,4.14,5,103.4,0.01,8,0.2,5.74,20.68,2,6,1,5,7,N
0,1,0,2,1,1,1,2,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,6,N
0,1,0,0,1,1,1,2,9.51,0.5,2.38,0,3,2,0.13,4.75,2,1,2,1,6,N
3,9,0,1,5,4,1,29,22.01,20.4,9158.6,0.15,89,0.05,508.81,448.95,34,55,15,18,35,Y
1,1,0,0,1,1,1,6,24.35,4.81,564.06,0.04,30,0.21,31.34,117.21,11,19,8,7,10,N
1,1,0,0,1,1,1,8,28,3,252,0.03,21,0.33,14,84,10,11,10,6,14,N
3,5,0,0,3,3,1,20,65.97,9.4,5829.1,0.21,115,0.11,323.84,620.12,47,68,30,12,32,N
3,3,0,0,2,2,1,13,20.85,6,750.59,0.04,30,0.17,41.7,125.1,12,18,9,9,20,N
2,3,1,0,2,2,1,14,25.8,6.75,1175.61,0.06,41,0.15,65.31,174.17,15,26,10,9,19,N
3,5,0,0,3,3,1,21,27.39,9.2,2318.48,0.08,53,0.11,128.8,252.01,23,30,15,12,26,N
1,7,0,0,4,4,1,32,30.53,15.86,7677.16,0.16,103,0.06,426.51,484.15,37,66,14,12,40,N
1,1,0,0,1,1,1,9,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,6,9,6,7,14,N
0,5,0,0,3,3,1,12,16.5,6.3,654.97,0.03,29,0.16,36.39,103.96,9,20,5,7,14,N
0,1,0,0,1,1,1,0,7.75,2,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,4,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,2,3,2,3,1,N
5,21,1,2,11,9,7,60,32.56,26.13,22222.67,0.28,154,0.04,1234.59,850.63,57,97,24,22,72,Y
0,1,0,0,1,1,1,3,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,5,6,5,5,8,N
7,1,0,2,1,1,1,15,30.75,8,1967.76,0.08,56,0.13,109.32,245.97,26,30,13,8,26,N
0,3,0,0,2,2,1,5,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,5,11,3,8,7,N
0,1,1,0,1,1,1,2,9,3,81,0.01,9,0.33,4.5,27,2,7,2,6,5,N
0,5,0,0,3,3,1,21,32.84,7.07,1641.93,0.08,50,0.14,91.22,232.19,18,32,14,11,24,N
2,9,5,0,5,2,1,14,10.11,21,4460.32,0.07,50,0.05,247.8,212.4,15,35,5,14,23,N
2,1,0,0,1,1,1,15,69.59,3.14,687.42,0.07,46,0.32,38.19,218.72,22,24,21,6,23,Y
1,9,0,2,5,5,1,50,27.84,23.65,15578.6,0.22,137,0.04,865.48,658.61,41,96,13,15,55,N
3,31,0,2,16,16,13,75,67.29,16.45,18211.24,0.37,204,0.06,1011.74,1106.96,85,119,31,12,82,Y
0,3,0,0,2,1,1,3,15.11,4.5,306,0.02,17,0.22,17,68,7,10,7,9,5,N
1,15,0,0,8,8,8,19,37.05,14.71,8017.24,0.18,109,0.07,445.4,545,43,66,19,13,23,Y
9,15,0,3,8,7,1,35,61.1,17.81,19385.15,0.36,185,0.06,1076.95,1088.29,75,110,40,19,49,Y
2,7,0,0,4,4,1,55,63.49,18.98,22882.74,0.4,217,0.05,1271.26,1205.35,81,136,32,15,61,Y
2,4,3,1,3,2,1,10,14.51,7,711.05,0.03,26,0.14,39.5,101.58,7,19,5,10,18,N
0,3,2,1,2,2,1,5,20.31,3,182.83,0.02,17,0.33,10.16,60.94,6,11,6,6,10,N
0,1,1,0,1,1,1,2,12,2.5,75,0.01,10,0.4,4.17,30,3,7,3,5,5,N
0,5,1,0,3,1,1,6,12.27,7.5,690,0.03,23,0.13,38.33,92,9,14,6,10,9,N
13,21,0,0,11,3,4,30,45.99,37.74,65511.02,0.58,306,0.03,3639.5,1735.76,117,189,31,20,45,N
2,9,0,0,5,5,4,22,20.39,16.36,5461.06,0.11,71,0.06,303.39,333.73,24,47,11,15,26,N
2,1,0,0,1,1,1,4,13.5,2,54,0.01,9,0.5,3,27,4,5,4,4,8,N
6,7,1,3,4,4,3,27,34.57,14.74,7508.18,0.17,101,0.07,417.12,509.48,40,61,19,14,39,N
4,3,0,5,2,2,1,16,30.12,7.88,1867.83,0.08,54,0.13,103.77,237.19,21,33,12,9,27,N
0,1,0,0,1,1,1,5,17.75,2.5,110.95,0.01,14,0.4,6.16,44.38,4,10,4,5,7,Y
1,3,0,0,2,2,1,13,35.32,5.43,1040.96,0.06,43,0.18,57.83,191.76,19,24,14,8,16,Y
3,1,0,2,1,1,1,8,29.02,3.5,355.53,0.03,26,0.29,19.75,101.58,8,18,8,7,15,Y
2,1,0,0,1,1,1,13,35.36,5.5,1069.68,0.06,45,0.18,59.43,194.49,11,34,10,10,17,N
19,17,2,11,9,7,7,71,55.59,19.95,22125.51,0.37,187,0.05,1229.19,1109.05,76,111,40,21,107,Y
0,1,0,0,1,1,1,0,19.58,3.5,239.86,0.02,18,0.29,13.33,68.53,7,11,7,7,2,N
0,1,1,1,1,1,1,2,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,4,5,4,3,6,N
0,1,0,0,1,1,1,2,4,0.5,1,0,2,2,0.06,2,1,1,1,1,3,N
3,3,0,1,2,2,1,17,32.45,6.55,1390.23,0.07,50,0.15,77.24,212.4,18,32,11,8,24,N
7,9,0,4,5,3,5,40,47.68,15.83,11952.97,0.25,140,0.06,664.05,754.92,57,83,27,15,53,N
0,3,0,0,2,2,1,5,13.29,3,119.59,0.01,12,0.33,6.64,39.86,4,8,4,6,7,N
0,1,0,0,1,1,1,3,9.6,2.5,60,0.01,8,0.4,3.33,24,3,5,3,5,5,N
2,7,0,0,4,4,1,25,44.45,9.47,3989.43,0.14,85,0.11,221.64,421.11,30,55,19,12,32,N
3,7,0,8,4,4,1,30,31.91,9.43,2836.38,0.1,64,0.11,157.58,300.83,22,42,14,12,43,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,N
2,1,0,2,1,1,1,4,10.8,2.5,67.5,0.01,9,0.4,3.75,27,3,6,3,5,10,N
1,5,0,0,3,3,1,19,20.93,11.33,2688.1,0.08,54,0.09,149.34,237.19,17,37,9,12,22,N
4,3,0,0,2,1,1,7,11.72,7,574.31,0.03,21,0.14,31.91,82.04,7,14,5,10,13,N
4,9,0,4,5,4,1,49,45.08,15.83,11291.12,0.24,138,0.06,627.28,713.45,56,82,23,13,59,N
0,3,0,0,2,2,1,5,6.67,4.5,135,0.01,10,0.22,7.5,30,3,7,2,6,7,N
3,3,0,1,2,2,1,16,35.82,7.07,1791.33,0.08,56,0.14,99.52,253.32,22,34,14,9,23,N
2,3,1,3,2,2,1,14,30.86,4.67,672,0.05,36,0.21,37.33,144,12,24,9,7,22,N
0,1,0,0,1,1,1,9,29.24,6.43,1208.47,0.06,41,0.16,67.14,187.98,18,23,14,10,11,Y
0,1,0,2,1,1,1,2,6.86,3.5,84,0.01,8,0.29,4.67,24,1,7,1,7,6,N
17,47,0,2,24,18,19,134,80.48,31.5,79856.57,0.85,407,0.03,4436.48,2535.13,162,245,54,21,155,N
0,1,0,0,1,1,1,11,42.41,5.87,1459.6,0.08,55,0.17,81.09,248.8,22,33,15,8,17,N
5,3,0,0,2,2,1,19,28.99,10,2898.93,0.1,66,0.1,161.05,289.89,22,44,11,10,26,N
1,5,0,1,3,3,1,19,25.17,9.17,2114.77,0.08,51,0.11,117.49,230.7,20,31,12,11,23,N
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,N
3,13,0,2,7,5,1,35,46.48,14,9110.4,0.22,124,0.07,506.13,650.74,48,76,24,14,44,Y
2,5,0,0,3,3,3,20,50.66,4.38,969.74,0.07,49,0.23,53.87,221.65,20,29,16,7,24,N
2,7,0,0,4,4,1,24,37.72,9.53,3425.73,0.12,74,0.1,190.32,359.49,27,47,17,12,30,N
5,3,12,5,2,2,1,22,66.55,7.59,3836.67,0.17,97,0.13,213.15,505.32,41,56,27,10,46,N
3,3,0,0,2,2,1,21,39.2,9.26,3363.54,0.12,74,0.11,186.86,363.11,32,42,19,11,28,N
4,13,0,3,7,7,5,33,40.75,10.23,4262.28,0.14,80,0.1,236.79,416.76,30,50,22,15,44,N
2,17,0,2,9,9,1,50,49.62,20.7,21261.63,0.34,193,0.05,1181.2,1027.13,69,124,25,15,58,Y
19,27,0,3,14,11,11,94,78.1,26.55,55057.45,0.69,328,0.04,3058.75,2073.59,140,188,58,22,118,N
1,5,0,0,3,3,1,4,14.08,5.6,441.67,0.03,22,0.18,24.54,78.87,8,14,5,7,7,N
